Date,Max_temp_f,Avg_temp_f,Min_temp_f,Max_dew,Avg_dew,Min_dew,Max_humidity%,Avg_humidity%,Min_humidity%,Max_windspeed_mph,Avg_windspeed_mph,Min_windspeed_mph,Max_pressure,Avg_pressure,Min_pressure,Precipitation
5/1/19,60,52.4,45,59,50,43,100,91.9,75,22,9.6,3,29.4,29.3,29.1,0
5/2/19,49,44.8,43,47,43.3,42,100,94.6,90,14,8.7,3,29.4,29.4,29.4,0.04
5/3/19,56,48.5,45,43,39.9,36,93,73.5,51,17,10.9,5,29.4,29.4,29.4,0
5/4/19,61,51.4,43,40,37.8,34,85,62,41,13,6.7,0,29.4,29.3,29.3,0.02
5/5/19,74,61.3,45,51,42.1,36,74,51.3,36,14,6.4,0,29.3,29.2,29.2,0
5/6/19,72,57.2,47,51,45.8,38,80,66.8,44,16,9.2,0,29.4,29.3,29.2,0
5/7/19,49,46.8,45,45,41.4,33,97,82.8,61,20,12.1,7,29.6,29.5,29.4,0.41
5/8/19,74,58.8,47,59,47,35,87,65.8,52,20,12.7,7,29.5,29.3,29.1,0.1
5/9/19,69,60.7,50,64,56.5,41,100,86.8,64,20,10.2,0,29.3,29.1,29,0
5/10/19,55,48.8,46,41,37.3,35,76,65.2,49,15,9.2,3,29.5,29.4,29.3,0
5/11/19,53,47.7,45,41,38.1,32,82,70,45,16,8.3,0,29.5,29.4,29.3,0
5/12/19,52,46.7,43,40,38,36,86,72.6,54,16,11.2,5,29.3,29.2,29.2,0.07
5/13/19,60,51.6,44,41,38.3,36,86,62,42,16,8.3,0,29.3,29.3,29.2,0.08
5/14/19,69,58.2,44,41,36,31,82,47.8,26,15,4.9,0,29.4,29.3,29.3,0
5/15/19,75,65.2,52,50,46,36,77,51.5,36,7,3.8,0,29.3,29.3,29.2,0
5/16/19,76,67.8,59,66,59.6,49,88,75.2,58,15,8.6,0,29.2,29.1,29,0
5/17/19,69,54.7,46,67,48.7,39,93,80.4,66,21,11.3,3,29.3,29.2,29,0.28
5/18/19,83,61.3,45,64,53.8,40,93,78.3,45,26,8.2,0,29.2,29.1,29,0.13
5/19/19,73,65.7,53,63,57.7,50,97,76.1,57,29,15.7,3,29.1,29,28.9,0.47
5/20/19,57,51.3,48,48,40.6,34,80,67,56,20,11.5,0,29.5,29.4,29.2,0.29
5/21/19,56,50.9,46,46,42,35,93,72.6,57,23,14.3,5,29.5,29.4,29.2,0.05
5/22/19,82,63,51,65,54.6,44,100,77.6,38,23,12.1,0,29.3,29.2,29.1,0.79
5/23/19,76,70.4,65,68,54.9,46,93,60.8,38,20,13,0,29.4,29.3,29.2,0
5/24/19,78,64.8,56,68,55.4,47,90,72.1,59,15,8.6,3,29.5,29.4,29.2,0.06
5/25/19,83,77.3,72,68,65,62,84,66.5,53,18,11.8,6,29.3,29.3,29.2,0.05
5/26/19,75,67.3,56,66,56.3,47,81,68.2,53,13,7.1,0,29.4,29.4,29.3,0
5/27/19,75,65.2,55,68,60.1,46,100,84.7,56,21,8.8,0,29.4,29.2,29,0.01
5/28/19,71,60.2,52,67,56.1,50,100,87,71,28,10.2,0,29.2,29.1,29,1.28
5/29/19,74,60.3,52,61,55.5,52,100,85.3,64,18,7.8,3,29.1,29.1,29,0
5/30/19,79,68.3,62,62,58.2,54,96,71.6,50,17,6.5,0,29.2,29.1,29,0.13
5/31/19,82,72.8,61,63,59.3,56,87,64.3,44,17,9.4,0,29.2,29.2,29.1,0
6/1/19,80,67.8,55,64,59,47,90,74.2,54,26,9.1,0,29.1,29.1,29,0
6/2/19,69,61.5,54,48,42.8,37,69,51.4,35,17,8.8,3,29.3,29.3,29.2,0.03
6/3/19,67,58.7,51,48,40.7,37,74,52.3,41,12,8.4,0,29.5,29.4,29.4,0
6/4/19,83,71.1,60,65,56.6,49,90,61.5,38,17,9.8,3,29.4,29.3,29.1,0
6/5/19,84,72.4,60,69,64.4,57,97,77.7,49,15,9.7,3,29.2,29.1,29,0.53
6/6/19,75,64.8,57,63,58.1,56,96,79.9,64,10,6.5,0,29.3,29.2,29.2,0.01
6/7/19,80,68.5,57,62,56.8,51,93,67.5,48,17,9.6,3,29.3,29.3,29.3,0
6/8/19,78,70.3,61,60,54.7,51,78,58.4,46,16,10.6,5,29.3,29.3,29.3,0
6/9/19,72,68.7,66,68,62.8,54,97,82.1,63,12,6.4,0,29.3,29.3,29.3,0
6/10/19,75,67.5,62,65,50.9,39,97,59.9,28,21,12.6,0,29.5,29.4,29.3,0.03
6/11/19,82,71.9,58,47,42.9,38,65,38.1,22,14,8.8,5,29.5,29.4,29.4,0
6/12/19,73,65.7,58,58,52,45,97,64.4,39,14,10.1,3,29.3,29.2,29.1,0
6/13/19,68,59.5,53,53,44.5,38,90,60.9,34,26,15.7,5,29.4,29.2,29.1,0.72
6/14/19,80,67.3,53,57,46.8,42,81,50.5,28,25,13.5,6,29.4,29.3,29.2,0
6/15/19,71,65.2,57,68,61.3,54,100,87.8,68,16,8.4,0,29.2,29.1,29.1,0.04
6/16/19,65,59.1,56,60,56.1,53,100,90.2,75,15,7.4,0,29.3,29.2,29,0
6/17/19,68,60.4,56,58,55,52,93,83,68,9,7,5,29.4,29.3,29.3,0
6/18/19,79,65,57,61,58,54,97,80.3,46,9,4.3,0,29.3,29.3,29.2,0
6/19/19,74,63.4,56,62,57.8,54,97,82.8,64,15,8.9,0,29.2,29.1,29,0
6/20/19,70,60.7,56,60,56.5,49,100,87.1,65,17,11.1,3,29.3,29.1,28.9,0.5
6/21/19,72,63.3,53,53,47.9,45,89,59.6,41,14,6.3,0,29.4,29.3,29.3,0.01
6/22/19,81,72,62,64,58.9,50,78,63.9,54,20,10.2,6,29.4,29.3,29.3,0
6/23/19,82,74.1,66,72,67,57,96,78.8,66,17,9.3,0,29.3,29.2,29,0.12
6/24/19,78,72.4,68,70,66.7,56,96,82.8,53,22,11.7,6,29.1,29,28.9,0.13
6/25/19,85,76.5,63,62,60.7,59,87,60.4,41,25,13.1,6,29.3,29.2,29.1,0.05
6/26/19,89,77.9,70,66,62.9,59,84,61.8,39,12,7.2,3,29.4,29.4,29.3,0
6/27/19,90,77.9,69,71,66.5,63,87,69.4,46,21,9,6,29.5,29.5,29.4,0.16
6/28/19,90,80,72,72,67.8,63,87,67.3,48,15,8.7,3,29.5,29.4,29.4,0
6/29/19,86,79.3,72,69,67,63,84,66.7,55,13,6.7,0,29.4,29.4,29.4,0.45
6/30/19,89,77.7,73,70,67.6,63,90,72.1,52,29,9.1,0,29.4,29.4,29.2,0
7/1/19,89,81.1,70,72,68.8,66,97,68,48,12,7.5,3,29.4,29.3,29.3,0.26
7/2/19,92,82.4,72,74,71.8,69,97,72,47,22,10.9,3,29.3,29.2,29.1,0
7/3/19,85,76.7,71,73,69.8,67,97,80.3,58,14,6.7,0,29.3,29.2,29.2,1.34
7/4/19,91,80.4,71,72,70.2,69,96,72.7,50,13,7.2,0,29.3,29.3,29.2,0.01
7/5/19,92,83.5,76,73,71.8,70,91,69,50,13,7,0,29.4,29.3,29.3,0
7/6/19,85,77.1,70,73,67.1,59,91,71.6,54,20,10.7,0,29.4,29.3,29.3,0
7/7/19,78,72,68,64,58.1,50,87,63.1,43,17,13,7,29.4,29.4,29.3,0
7/8/19,82,73.3,66,62,55.3,49,78,53.8,44,13,7.7,5,29.4,29.4,29.4,0
7/9/19,89,78.8,68,64,60.8,57,87,56.5,34,12,6.8,0,29.4,29.3,29.3,0
7/10/19,95,85.6,76,75,67.5,59,85,57.1,34,15,10.6,7,29.3,29.2,29.2,0
7/11/19,81,75.8,69,65,62,58,73,62.8,49,14,8.4,3,29.3,29.3,29.2,0
7/12/19,87,76.3,62,62,57.8,51,86,55.1,38,12,5.6,0,29.3,29.3,29.3,0
7/13/19,93,81.9,73,74,67.2,63,91,62.3,44,17,10.1,6,29.4,29.3,29.3,0
7/14/19,88,80.4,73,69,65.3,62,79,60.7,44,15,7.6,0,29.4,29.4,29.4,0.14
7/15/19,91,82.6,75,70,66.1,62,82,58.8,42,22,13,6,29.4,29.4,29.3,0
7/16/19,82,77.1,72,75,72.2,63,97,85,58,14,6.6,0,29.3,29.3,29.2,0.07
7/17/19,90,81.7,75,74,72.2,69,94,74.1,55,12,5.7,0,29.3,29.2,29.2,0.08
7/18/19,88,77.7,71,79,73.9,71,100,88.8,69,21,10.2,0,29.3,29.2,29.1,0.28
7/19/19,94,87.1,81,79,77.8,76,91,74.7,62,17,12.8,8,29.2,29.2,29.1,1.43
7/20/19,96,83.7,76,79,73.8,69,85,72.6,51,23,14.1,3,29.3,29.2,29.2,0.01
7/21/19,80,74.2,71,72,67.3,56,97,80.1,52,18,10.9,5,29.3,29.3,29.2,0
7/22/19,75,70.7,64,64,54.2,45,87,57.7,35,22,13.8,6,29.4,29.4,29.3,0.32
7/23/19,80,71.3,62,61,56.3,52,75,60.1,42,16,8.1,0,29.4,29.4,29.4,0
7/24/19,79,72.5,62,60,51.8,45,86,51.7,30,12,5.4,0,29.5,29.5,29.4,0
7/25/19,84,75.3,64,59,55.5,52,70,51.2,38,10,5.8,0,29.6,29.5,29.5,0
7/26/19,85,77.2,68,64,61.7,59,73,59.4,46,17,10,5,29.6,29.5,29.4,0
7/27/19,89,80.6,72,65,64.3,63,73,58.4,45,20,13.5,8,29.5,29.4,29.4,0
7/28/19,90,81.7,73,69,66.6,64,81,61.5,42,20,11.7,6,29.4,29.4,29.3,0
7/29/19,82,75.9,72,73,69.9,66,96,82,66,16,10.4,0,29.3,29.2,29.2,0
7/30/19,78,72.4,67,65,61.7,57,90,69.6,57,13,8.5,3,29.4,29.3,29.3,0.68
7/31/19,76,69.9,64,60,54.7,50,87,60.1,43,15,9.4,5,29.5,29.5,29.4,0
8/1/19,80,71.7,61,61,56,51,83,59.1,42,13,6.4,0,29.5,29.5,29.5,0
8/2/19,82,74.6,64,64,58.6,51,87,60,37,12,6.2,0,29.5,29.5,29.4,0
8/3/19,88,77.6,64,65,58.4,49,96,55.5,32,10,4.2,0,29.4,29.4,29.3,0
8/4/19,85,78.7,74,68,65.3,56,82,63.9,46,10,6,0,29.4,29.4,29.3,0
8/5/19,90,81.3,72,68,65,62,84,59.5,39,16,7.4,0,29.4,29.3,29.2,0
8/6/19,84,74.9,70,70,66.3,63,96,75.4,49,15,8,0,29.2,29.2,29.1,0.27
8/7/19,87,78.7,69,66,62.8,59,90,60.8,40,16,8,0,29.2,29.2,29.1,0
8/8/19,87,79,73,67,58.9,47,81,52.7,25,20,10.9,0,29.3,29.2,29.1,0
8/9/19,82,73.4,63,59,54.9,51,75,53.9,34,10,5.6,0,29.3,29.3,29.3,0
8/10/19,84,75.5,68,59,56.9,55,68,53.1,37,13,6.4,0,29.4,29.3,29.3,0
8/11/19,83,76,70,71,63.7,56,87,66.4,50,13,8.2,3,29.4,29.3,29.3,0
8/12/19,83,76.1,73,74,72.2,70,97,88.2,65,17,5.3,0,29.3,29.2,29.1,0
8/13/19,84,75.5,71,72,69.9,67,97,83.7,61,14,6.9,0,29.3,29.2,29.1,0.54
8/14/19,82,73.3,67,69,66.4,63,97,79.6,58,20,8.2,0,29.3,29.3,29.2,0.23
8/15/19,78,71.2,65,64,61.4,59,93,72.5,56,14,8.2,0,29.3,29.3,29.3,0.45
8/16/19,84,74.4,65,67,63.8,59,87,70.4,56,18,9.2,3,29.3,29.2,29.2,0
8/17/19,78,74.3,70,72,69,66,93,83.5,74,9,6,0,29.3,29.2,29.2,0
8/18/19,83,74.5,69,70,68.4,65,100,82.6,62,21,8,0,29.3,29.2,29.1,0.07
8/19/19,84,78.5,72,73,69.8,67,91,75.3,58,10,4.5,0,29.4,29.3,29.3,1.37
8/20/19,78,74.2,70,75,70,65,93,87.2,69,15,5.4,0,29.4,29.3,29.2,0
8/21/19,83,75.3,65,71,67.8,63,93,78.3,63,15,7.3,0,29.3,29.3,29.2,0
8/22/19,78,72.9,69,65,58.6,51,78,61.3,46,18,10.5,3,29.4,29.3,29.3,0
8/23/19,74,70.2,67,57,53.7,51,68,56.3,45,17,10.9,7,29.6,29.5,29.4,0
8/24/19,74,69.7,64,57,52.1,48,70,54.4,40,15,9.9,3,29.6,29.6,29.5,0
8/25/19,77,70.9,63,59,53.5,48,70,54.9,40,15,10.3,5,29.5,29.4,29.3,0
8/26/19,78,71.7,66,73,66.7,58,94,84.6,63,18,11.2,6,29.3,29.1,29,0.13
8/27/19,80,72.6,66,67,60.9,54,93,68.8,45,15,10.5,6,29.2,29.2,29.1,0.45
8/28/19,76,68.8,61,54,52.1,50,70,56.5,40,22,12.8,6,29.3,29.3,29.2,0
8/29/19,85,73.4,60,68,59.7,53,83,63.5,44,25,13.6,5,29.3,29.3,29.1,0
8/30/19,74,68.8,63,53,51,49,70,53.6,41,10,6.8,0,29.6,29.4,29.3,0
8/31/19,75,68.7,64,62,54.5,50,81,61.1,48,17,9.9,6,29.6,29.6,29.5,0
9/1/19,72,67.5,62,63,61,58,97,80,68,14,4.7,0,29.5,29.4,29.4,0.78
9/2/19,83,73.1,62,64,62.8,60,97,71.8,51,9,5.6,0,29.4,29.4,29.4,0
9/3/19,81,73.5,68,74,66.1,57,90,77.8,57,25,12.5,0,29.4,29.2,29.1,0
9/4/19,69,65.8,62,56,54.4,52,75,66.5,58,13,9.4,5,29.5,29.4,29.3,0.17
9/5/19,72,65.2,57,56,52.3,50,78,63.6,48,10,4.8,0,29.5,29.4,29.3,0
9/6/19,74,68.8,65,64,59.1,56,81,71.4,63,17,11.1,5,29.4,29.3,29.2,0
9/7/19,79,68.7,58,59,56.4,54,90,66.5,46,16,8.9,5,29.4,29.4,29.3,0
9/8/19,67,65,63,59,55.5,50,87,71.5,56,13,8.4,5,29.5,29.4,29.4,0
9/9/19,78,69.1,63,67,62.1,58,90,78.9,66,12,7,0,29.5,29.5,29.4,0.05
9/10/19,90,81,73,72,68.8,65,81,67,52,20,11,0,29.4,29.4,29.4,0
9/11/19,90,80.5,71,73,71.1,65,90,73.8,52,20,10.6,5,29.5,29.4,29.3,0
9/12/19,81,72.7,68,71,68.2,66,96,86.1,69,14,7,0,29.5,29.4,29.3,0.37
9/13/19,79,72.3,62,71,64.6,53,97,77.8,57,23,10.6,0,29.5,29.4,29.3,0.63
9/14/19,81,70.5,58,61,57.4,54,90,64.8,45,14,7.9,3,29.6,29.5,29.4,0.01
9/15/19,77,70.3,64,70,64.5,58,96,82.2,64,17,11.3,3,29.5,29.4,29.3,0
9/16/19,75,70.7,67,69,66.7,64,93,87.4,69,12,6.6,0,29.5,29.4,29.4,0.15
9/17/19,78,70.8,66,67,64.8,62,96,81.9,64,12,7.3,3,29.5,29.5,29.4,0
9/18/19,83,73.5,64,63,60.5,58,84,65.2,46,12,8.5,5,29.5,29.4,29.4,0
9/19/19,84,74.3,65,61,58.1,54,70,57.7,43,10,6,3,29.4,29.4,29.4,0
9/20/19,85,77.1,69,69,66.6,62,93,70.8,55,8,4.3,0,29.5,29.4,29.4,0.01
9/21/19,80,75.4,72,70,68.3,67,91,78.7,67,18,12,6,29.4,29.4,29.3,0
9/22/19,78,72.1,68,70,68.2,64,96,87.8,64,20,11.2,6,29.3,29.2,29.1,0.55
9/23/19,74,67.3,62,65,56,49,93,69.6,41,17,9.9,5,29.4,29.3,29.2,0.5
9/24/19,79,69.3,59,59,56,54,83,64,47,17,11.3,0,29.4,29.3,29.1,0
9/25/19,79,70.4,66,64,56,49,78,61.6,40,17,13.2,9,29.2,29.1,29,0
9/26/19,72,65.7,57,51,44.7,41,69,48.3,33,14,9.5,5,29.3,29.3,29.2,0
9/27/19,71,66,61,69,56.9,42,96,75,44,21,11.4,5,29.3,29.1,29,0
9/28/19,68,62.6,59,67,60,53,100,91.2,78,16,10.6,5,29.5,29.4,29.1,0
9/29/19,69,64.9,62,66,62.7,59,100,92.4,84,15,8.9,3,29.5,29.5,29.4,0.73
9/30/19,86,74.2,65,71,67.4,65,100,81.7,57,18,6.4,0,29.4,29.4,29.3,0.1
10/1/19,88,80.3,72,72,69.2,66,84,69.4,59,13,10.3,6,29.3,29.3,29.2,0
10/2/19,81,63.2,60,68,60.8,58,100,92.1,65,14,9.4,3,29.3,29.3,29.2,0
10/3/19,68,62.1,53,63,55.9,43,100,81.3,61,20,9.8,0,29.6,29.4,29.2,0.59
10/4/19,59,54,48,50,44.8,41,83,71.6,57,16,11.2,8,29.7,29.7,29.6,0
10/5/19,65,57,49,55,48.8,44,90,74.9,56,15,9.9,0,29.6,29.4,29.2,0
10/6/19,68,60.1,51,56,45,40,87,59.8,36,17,9.6,5,29.5,29.4,29.3,0.28
10/7/19,71,60,50,46,43.1,39,83,56.7,31,14,6.5,0,29.5,29.5,29.5,0
10/8/19,71,60.2,50,51,44.2,40,83,58.6,32,9,4.9,0,29.6,29.5,29.5,0
10/9/19,71,62,54,52,44.9,42,70,54.5,38,14,8.7,3,29.5,29.5,29.4,0
10/10/19,71,63.8,55,63,54.9,45,87,73,56,15,8.7,3,29.4,29.4,29.2,0
10/11/19,68,54.3,40,64,48.5,24,97,81.2,53,20,14,7,29.4,29.3,29.2,0.11
10/12/19,55,46.2,37,33,27.5,24,67,49.4,35,24,16.8,9,29.4,29.3,29.2,0.45
10/13/19,55,47.3,39,34,32.4,31,77,57.5,42,23,12.5,3,29.3,29.2,29.1,0
10/14/19,55,47,39,34,32.1,30,73,56.9,45,13,7.6,3,29.4,29.4,29.3,0
10/15/19,65,54.2,43,59,44.2,34,93,69.7,53,23,12,3,29.4,29.2,29,0
10/16/19,52,48,44,37,35.6,34,71,62.7,50,24,14,6,29.3,29.2,29.1,0.01
10/17/19,55,47.3,42,40,37.4,35,82,69.3,51,10,5.5,0,29.4,29.4,29.3,0
10/18/19,60,50.4,41,40,38.6,37,86,65.7,46,13,6.3,0,29.4,29.3,29.3,0
10/19/19,70,58.1,46,48,41.3,38,76,55.5,35,14,8.7,5,29.2,29.1,29.1,0
10/20/19,59,54.1,50,52,49.2,48,100,83.8,69,12,7.5,0,29.3,29.2,29.1,0
10/21/19,67,58.8,53,59,50.5,38,96,75.7,42,28,16,0,29.2,28.9,28.8,0
10/22/19,53,49.5,46,42,38.6,31,80,66.5,54,24,18,12,29.1,29,28.8,0.08
10/23/19,60,50.3,41,46,36.2,30,80,59.3,42,15,9.2,0,29.3,29.3,29.2,0.05
10/24/19,51,47,43,44,38.3,34,89,72.7,52,13,6.5,0,29.7,29.6,29.3,0.01
10/25/19,50,46.4,43,38,35.6,31,80,66.5,52,8,4.2,0,29.7,29.6,29.5,0
10/26/19,51,46.6,40,49,43.2,36,97,88.4,74,22,13.1,0,29.5,29.1,28.7,0
10/27/19,58,50.5,44,47,42.5,36,96,76.2,47,23,11.8,6,29.3,29.1,28.8,2.29
10/28/19,52,47.6,42,46,41.9,40,93,81.2,66,8,4.8,0,29.4,29.4,29.3,0
10/29/19,48,40.4,37,44,35.5,28,93,83.3,65,20,9.5,0,29.6,29.5,29.3,0.11
10/30/19,43,39.3,33,40,36.4,29,97,89.5,67,20,11.5,6,29.6,29.5,29.3,0.51
10/31/19,39,33.2,28,37,30.3,22,97,89.2,75,22,16.4,9,29.5,29.2,29.1,0.49
11/1/19,46,35.4,25,33,26.7,21,88,72.6,46,15,10.2,5,29.6,29.5,29.5,0.02
11/2/19,45,39.1,34,36,30.4,24,93,72.4,55,20,11.4,7,29.5,29.4,29.4,0
11/3/19,53,43,32,36,30.5,26,85,63.2,43,17,9.9,3,29.5,29.4,29.3,0
11/4/19,52,46.8,39,38,34,29,73,61.3,54,15,10.5,5,29.5,29.3,29.2,0
11/5/19,42,37,32,28,22.3,16,76,56.9,36,18,9.7,3,29.7,29.6,29.5,0
11/6/19,57,40,31,35,28.4,21,89,65.1,39,22,12.9,0,29.7,29.6,29.5,0
11/7/19,32,27.8,22,27,14,7,86,57.7,38,18,13.4,8,29.8,29.7,29.7,0
11/8/19,32,25.7,18,11,8.5,6,68,49.5,34,12,8.1,5,29.8,29.7,29.6,0
11/9/19,47,38.8,28,31,22.6,12,60,52.2,46,17,10.8,5,29.5,29.3,29.2,0
11/10/19,44,40.7,36,35,32.8,30,93,73.6,60,14,9.1,3,29.5,29.4,29.2,0
11/11/19,37,26.1,15,35,20.6,3,96,80.3,56,24,16.8,8,29.7,29.6,29.4,0.13
11/12/19,18,13.7,9,3,0.6,-1,67,56.6,45,20,10.8,5,29.8,29.8,29.7,0.02
11/13/19,27,20.7,13,20,8,1,75,58.3,46,20,12.7,7,29.7,29.5,29.4,0
11/14/19,32,28.3,25,22,20.6,17,81,73,64,14,7.8,3,29.6,29.6,29.4,0
11/15/19,38,30.5,22,28,22.5,17,85,72.9,62,9,4.9,0,29.7,29.7,29.6,0
11/16/19,42,34.9,30,30,27.1,24,89,73.9,55,13,7.2,0,29.8,29.7,29.5,0
11/17/19,42,35.6,29,36,29.1,24,93,77.9,62,9,6.5,3,29.5,29.3,29.1,0
11/18/19,41,37.8,36,37,33.4,31,100,84.6,73,10,6.3,0,29.1,29.1,29.1,0
11/19/19,41,39.4,36,39,35,30,97,84.5,76,6,3.7,0,29.3,29.2,29.1,0
11/20/19,49,43.2,40,39,37.7,36,93,81.7,64,15,6.2,0,29.5,29.5,29.4,0.03
11/21/19,56,48.5,40,52,42.8,31,90,81,67,29,17.4,9,29.4,29.2,29,0.18
11/22/19,39,34.1,29,29,24.2,22,82,67.3,55,17,7.5,0,29.6,29.5,29.4,0.31
11/23/19,40,33.2,28,28,26.3,24,85,76.1,60,13,6.9,0,29.4,29.2,29,0
11/24/19,50,42.6,33,39,33.6,27,89,71.5,57,14,10.3,6,29.1,29,28.9,0
11/25/19,55,44.8,38,40,36.6,33,86,73.7,57,13,7.4,5,29.1,29,28.9,0
11/26/19,54,44.2,34,52,39.5,30,96,84.3,63,14,8.1,0,29.2,29,28.8,0
11/27/19,56,44,34,54,36.2,23,94,74.1,61,38,21.8,12,29.6,29,28.6,0.49
11/28/19,38,35.4,32,34,27.7,22,93,74,64,18,8.7,5,29.8,29.8,29.6,0
11/29/19,40,37.6,35,36,34,33,96,87.1,79,14,6.3,0,29.7,29.6,29.4,0.01
11/30/19,41,38.6,36,40,35.6,33,97,89.4,79,21,13.7,3,29.4,29.1,28.8,0.02
12/1/19,43,38.9,33,42,35.6,28,100,88.2,76,18,11.6,0,29.1,28.8,28.6,0.16
12/2/19,36,32.6,30,28,25.1,22,85,74,64,18,10.8,5,29.4,29.3,29.1,0.06
12/3/19,40,34.4,30,32,27.8,25,88,77.2,63,18,12.6,9,29.3,29.1,28.9,0
12/4/19,44,37.3,32,30,27.4,26,82,68.3,49,22,12.2,5,29.3,29.1,28.9,0
12/5/19,46,38.8,28,36,30,25,92,71.9,53,12,6.2,0,29.4,29.3,29.3,0
12/6/19,43,36.1,29,36,26.5,22,82,68.8,55,20,10.5,0,29.7,29.6,29.3,0
12/7/19,39,33.3,27,26,23.8,21,85,69,53,14,8.1,0,29.7,29.6,29.5,0
12/8/19,48,42.8,35,43,36.1,23,86,77.3,57,17,11,3,29.4,29.2,29.1,0
12/9/19,49,42.9,25,46,38.9,17,97,86.1,71,26,14.3,6,29.2,28.9,28.8,0.01
12/10/19,24,19.5,16,16,8.2,3,74,62.3,42,17,14,10,29.6,29.5,29.2,0.01
12/11/19,25,19.4,14,13,9.4,4,81,65.8,51,21,9.6,3,29.8,29.7,29.6,0
12/12/19,45,34.7,21,28,22.9,14,78,63,49,21,12.9,7,29.8,29.5,29.4,0
12/13/19,45,39,36,30,28.1,27,76,65.3,52,10,5.2,0,29.3,29.2,29.1,0
12/14/19,35,31.9,26,30,25.6,16,89,77.8,64,17,9.2,0,29.2,29.1,29,0
12/15/19,27,24.3,20,22,15.4,13,88,69.2,61,14,6.5,0,29.5,29.4,29.3,0
12/16/19,31,28.7,26,25,22.9,20,84,79,69,14,8.2,3,29.5,29.5,29.4,0
12/17/19,30,25.9,20,22,18.7,16,85,74.6,59,21,12.4,7,29.5,29.4,29.4,0
12/18/19,27,19,14,20,1.4,-7,75,48.1,31,17,9.8,0,29.7,29.6,29.4,0
12/19/19,37,27.1,16,25,15.4,1,84,62.3,48,17,9.5,0,29.7,29.6,29.5,0
12/20/19,41,33,25,29,25.6,21,88,74.8,62,9,5.3,0,29.8,29.7,29.7,0
12/21/19,48,39.3,32,32,29.3,26,82,68.3,52,13,8.7,6,29.7,29.6,29.6,0
12/22/19,53,41.1,32,35,30,25,79,65.8,45,13,9.2,5,29.6,29.5,29.4,0
12/23/19,53,42.8,36,35,32.5,29,86,68,48,15,7.5,0,29.4,29.4,29.4,0
12/24/19,55,38.2,28,43,34.2,28,100,87.1,52,13,4.9,0,29.4,29.4,29.3,0
12/25/19,60,50.8,40,48,41.7,34,86,71.5,55,16,10,5,29.3,29.2,29.2,0
12/26/19,62,53.3,40,51,46.4,35,89,78,65,15,10.8,6,29.4,29.3,29.2,0
12/27/19,39,35,31,34,29.2,27,85,79.7,73,16,8.4,0,29.6,29.6,29.4,0
12/28/19,51,40.9,31,49,36.2,27,93,83.7,76,14,9.1,0,29.6,29.4,29.1,0
12/29/19,58,54.7,48,57,51.9,45,100,90.6,78,20,11.4,7,29.1,28.9,28.8,0.76
12/30/19,48,34.3,28,46,29,23,93,81,69,28,18.9,7,28.9,28.8,28.7,0
12/31/19,29,27.6,26,23,20.3,17,81,74,66,30,17.3,8,29.2,29.1,28.9,0.01